StockCode,ProductDescription,TotalRevenue,TotalQuantity,InvoiceCount,RevenueRank,QuantityRank,InvoiceRank
20982,12 PENCILS TALL TUBE SKULLS,1880.6699999999998,2151,256,1114.0,661.0,588.5
20983,12 PENCILS TALL TUBE RED RETROSPOT,2374.81,2737,268,934.0,511.5,548.0
20984,12 PENCILS TALL TUBE POSY,1166.07,3785,170,1488.0,359.0,951.5
20985,HEART CALCULATOR,1540.59,1179,131,1279.0,1112.0,1244.0
20986,BLUE CALCULATOR RULER,829.74,654,113,1784.0,1566.0,1387.0
20992,JAZZ HEARTS PURSE NOTEBOOK,1944.6299999999999,4425,277,1093.0,293.0,526.0
20996,JAZZ HEARTS ADDRESS BOOK,726.89,3191,225,1900.0,437.0,694.5
20997,ROSE DU SUD CUSHION COVER ,257.61,59,34,2600.0,2908.5,2460.5
20998,ROSE DU SUD OVEN GLOVE,505.20000000000005,185,69,2200.0,2380.5,1903.0
21000,ROSE DU SUD COSMETICS BAG,360.84,96,52,2413.0,2699.5,2122.5
21001,ROSE DU SUD WASHBAG ,348.19,73,50,2440.5,2825.0,2154.5
21002,ROSE DU SUD DRAWSTRING BAG,428.65999999999997,125,66,2313.0,2588.5,1938.5
21003,ROSE DU SUD CUSHION COVER,460.58,78,46,2265.0,2791.5,2225.5
21009,ETCHED GLASS STAR TREE DECORATION,1.25,1,1,3904.0,3874.5,3837.0
21011,GLITTER SNOW PEAR TREE DECORATION,28.999999999999996,20,3,3481.0,3295.0,3589.0
21012,ANTIQUE ALL GLASS CANDLESTICK,2614.05,1169,199,877.0,1124.0,816.0
21014,SWISS CHALET TREE DECORATION ,598.8199999999999,1385,119,2069.0,985.0,1345.0
21015,DARK BIRD HOUSE TREE DECORATION,589.55,1483,142,2079.0,934.0,1149.5
21018,BIRD BOX CHRISTMAS TREE DECORATION,22.06,24,6,3554.0,3242.0,3376.5
21025,SPACE FROG,233.52,174,56,2649.0,2415.0,2073.0
21026,SPACE OWL,315.75,255,68,2494.0,2191.5,1916.5
21027,NINJA RABBIT PINK,187.79,167,42,2754.0,2444.5,2303.5
21028,NINJA RABBIT BLACK,239.24,187,58,2639.0,2373.5,2045.0
21030,SPACE CADET RED,159.7,131,33,2834.0,2565.0,2486.0
21031,SPACE CADET BLACK,64.24,52,19,3207.0,2956.5,2848.5
21032,SPACE CADET WHITE,117.78,97,30,2977.0,2693.5,2556.0
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4851.73,1932,300,523.0,746.0,468.0
21034,REX CASH+CARRY JUMBO SHOPPER,1784.1,1878,871,1149.0,770.0,55.0
21035,SET/2 RED RETROSPOT TEA TOWELS ,8536.85,2599,394,279.0,541.0,300.5
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,23,3093.0,2800.5,2736.5
21039,RED RETROSPOT SHOPPING BAG,1353.69,523,90,1387.0,1729.5,1628.5
21040,MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,8,3470.0,3265.5,3262.0
21041,RED RETROSPOT OVEN GLOVE DOUBLE,3888.98,914,255,635.0,1314.5,593.0
21042,RED RETROSPOT APRON ,2199.52,334,131,988.0,2020.5,1244.0
21043,APRON MODERN VINTAGE COTTON,1139.86,492,90,1513.0,1770.0,1628.5
21051,RIBBONS PURSE ,377.2,192,51,2391.0,2366.5,2136.5
21054,NURSE'S BAG SOFT TOY,634.53,70,29,2012.0,2845.5,2577.0
21055,TOOL BOX SOFT TOY ,1764.6399999999999,178,105,1157.0,2405.0,1465.5
21056,DOCTOR'S BAG SOFT TOY,1765.3999999999999,184,72,1156.0,2385.0,1864.0
21058,PARTY INVITES WOODLAND,965.66,1154,122,1662.0,1137.0,1317.5
21059,PARTY INVITES DINOSAURS,528.23,611,94,2175.0,1615.0,1598.0
21060,PARTY INVITES BALLOON GIRL,359.28999999999996,405,71,2417.0,1909.0,1876.0
21061,PARTY INVITES FOOTBALL,451.7,488,83,2274.0,1776.0,1712.0
21062,PARTY INVITES SPACEMAN,457.38,538,74,2268.0,1708.0,1836.5
21063,PARTY INVITES JAZZ HEARTS,458.31,528,102,2267.0,1721.5,1502.5
21064,BOOM BOX SPEAKER BOYS,1281.2,296,101,1429.0,2105.0,1515.0
21065,BOOM BOX SPEAKER GIRLS,1160.58,562,90,1495.0,1684.0,1628.5
21066,VINTAGE RED MUG,693.47,702,54,1943.0,1522.0,2095.5
21067,VINTAGE RED TEATIME MUG,504.15,317,76,2205.0,2061.0,1809.0
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1890.33,1638,198,1109.0,871.5,824.5
21069,VINTAGE BILLBOARD TEA MUG,2250.52,1949,86,969.0,736.0,1678.0
21070,VINTAGE BILLBOARD MUG ,1184.98,1106,107,1478.0,1164.0,1444.5
21071,VINTAGE BILLBOARD DRINK ME MUG,1380.28,991,177,1371.0,1242.5,917.0
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2531.04,2769,313,897.0,504.0,447.5
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,11312.56,13202,986,194.0,46.0,37.0
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,143.44,88,25,2885.0,2738.0,2686.0
21084,SET/6 COLLAGE PAPER CUPS,773.14,2610,181,1840.0,538.0,901.0
21086,SET/6 RED SPOTTY PAPER CUPS,4851.5,7121,428,524.0,151.0,259.5
21087,SET/6 POSIES PAPER CUPS,74.57000000000001,141,16,3150.0,2534.5,2937.0
21088,SET/6 FRUIT SALAD PAPER CUPS,428.28000000000003,1678,103,2314.0,857.0,1490.5
21089,SET/6 GREEN SPRING PAPER CUPS,48.989999999999995,233,25,3313.0,2245.0,2686.0
21090,SET/6 COLLAGE PAPER PLATES,1274.19,2413,217,1432.0,587.0,733.5
21094,SET/6 RED SPOTTY PAPER PLATES,6933.259999999999,8758,527,359.0,107.0,169.5
21095,SET/6 POSIES PAPER PLATES,118.72999999999999,125,14,2975.0,2588.5,3006.0
21096,SET/6 FRUIT SALAD  PAPER PLATES,581.09,1259,105,2091.0,1061.5,1465.5
21098,CHRISTMAS TOILET ROLL,5078.76,3719,248,496.0,374.0,610.5
21100,CHARLIE AND LOLA CHARLOTTE BAG,162.20999999999998,65,27,2826.0,2873.0,2630.0
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,702.5100000000001,237,53,1933.0,2238.0,2109.0
21107,CREAM SLICE FLANNEL PINK SPOT ,2492.71,901,97,906.0,1326.0,1570.5
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18056.280000000002,10241,262,103.0,86.0,565.5
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2763.2,936,112,834.0,1296.0,1396.5
21110,LARGE CAKE TOWEL PINK SPOTS,3815.7,1105,134,651.0,1166.0,1213.5
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1651.02,900,94,1214.0,1327.0,1598.0
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2885.13,1359,82,811.0,1000.5,1725.5
21114,LAVENDER SCENTED FABRIC HEART,1778.08,1341,138,1151.0,1013.0,1176.0
21115,ROSE CARAVAN DOORSTOP,3162.24,562,162,762.0,1684.0,1004.5
21116,OWL DOORSTOP,4051.79,695,251,612.0,1528.5,602.5
21117,BLOND DOLL DOORSTOP,141.75,109,14,2891.0,2634.5,3006.0
21120,*Boombox Ipod Classic,16.98,1,1,3609.0,3874.5,3837.0
21121,SET/10 RED POLKADOT PARTY CANDLES,7998.85,6606,379,297.0,171.0,320.0
21122,SET/10 PINK POLKADOT PARTY CANDLES,6488.54,5325,344,390.0,229.0,387.5
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1380.84,1143,154,1369.0,1143.5,1061.5
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4863.05,4011,240,521.0,332.0,638.5
21125,SET 6 FOOTBALL CELEBRATION CANDLES,830.98,657,103,1780.0,1563.0,1490.5
21126,SET OF 6 GIRLS CELEBRATION CANDLES,748.95,592,126,1874.0,1634.0,1284.0
21128,GOLD FISHING GNOME,546.6,68,36,2152.0,2857.5,2417.5
21129,SILVER FISHING GNOME ,419.52000000000004,52,27,2327.0,2956.5,2630.0
21131,GOLD STANDING GNOME,398.02,106,28,2363.0,2654.0,2601.0
21132,SILVER STANDING GNOME   ,217.35999999999999,44,22,2687.0,3019.0,2761.5
21135,VICTORIAN  METAL POSTCARD SPRING,3206.0,2869,177,757.0,482.0,917.0
21136,PAINTED METAL PEARS ASSORTED,7793.139999999999,4687,370,304.0,277.0,337.5
21137,BLACK RECORD COVER FRAME,40633.38,11651,375,16.0,66.0,329.5
21143,ANTIQUE GLASS HEART DECORATION ,707.23,327,36,1927.0,2036.5,2417.5
21144,PINK POODLE HANGING DECORATION ,16.8,5,2,3615.0,3653.0,3698.0
21145,ANTIQUE GLASS PLACE SETTING,152.5,122,8,2855.0,2599.0,3262.0
21147,JINGLE BELLS TREE DECORATION,415.77,203,76,2334.0,2323.0,1809.0
21154,RED RETROSPOT OVEN GLOVE ,6320.51,4034,451,408.0,330.0,227.0
21155,RED RETROSPOT PEG BAG,9296.3,3155,485,252.0,442.0,190.0
21156,RETROSPOT CHILDRENS APRON,6091.099999999999,3170,358,415.0,439.0,361.0
21157,RED RETROSPOT WASHBAG,225.5,78,34,2668.0,2791.5,2460.5
21158,MOODY GIRL DOOR HANGER ,781.87,1469,170,1826.0,941.5,951.5
21159,MOODY BOY  DOOR HANGER ,601.79,1126,124,2065.0,1154.5,1304.5
21160,KEEP OUT GIRLS DOOR HANGER ,3.36,1,1,3861.5,3874.5,3837.0
21161,KEEP OUT BOYS DOOR HANGER ,229.92,143,43,2660.0,2524.5,2283.5
21162,TOXIC AREA  DOOR HANGER ,792.9799999999999,1462,162,1813.0,943.5,1004.5
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,680.55,1196,127,1957.0,1105.0,1277.5
21164,HOME SWEET HOME METAL SIGN ,5155.9800000000005,1766,282,484.0,819.0,512.5
21165,BEWARE OF THE CAT METAL SIGN ,6935.7,4154,449,358.0,317.0,231.0
21166,COOK WITH WINE METAL SIGN ,20874.440000000002,10324,723,87.0,82.0,86.0
21167,WHITE SAGE INCENSE,337.14,1432,67,2456.0,960.0,1928.0
21169,YOU'RE CONFUSING ME METAL SIGN ,7301.77,4413,450,328.0,295.0,228.5
21171,BATHROOM METAL SIGN ,613.14,438,73,2048.0,1853.5,1851.5
21172,PARTY METAL SIGN ,5338.63,3485,467,473.0,389.0,212.5
21174,POTTERING IN THE SHED METAL SIGN,9405.76,4175,538,249.0,313.0,158.5
21175,GIN + TONIC DIET METAL SIGN,27029.97,12207,809,42.0,58.0,69.0
21179,NO JUNK MAIL METAL SIGN,1313.79,1940,266,1410.0,738.0,557.0
21181,PLEASE ONE PERSON METAL SIGN,25225.480000000003,12274,845,50.0,57.0,62.0
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,6.72,2,1,3784.5,3800.5,3837.0
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,648.45,369,48,1997.0,1959.5,2190.0
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1021.9000000000001,326,50,1615.0,2039.0,2154.5
21189,WHITE HONEYCOMB PAPER GARLAND ,888.67,355,72,1732.0,1982.5,1864.0
21190,PINK HEARTS PAPER GARLAND,245.20000000000002,168,7,2627.0,2441.0,3323.5
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,1451.82,562,95,1327.0,1684.0,1587.0
21192,WHITE BELL HONEYCOMB PAPER ,1923.29,1092,88,1100.0,1173.0,1657.5
21194,PINK  HONEYCOMB PAPER FAN,555.97,498,65,2133.0,1763.0,1952.5
21195,PINK  HONEYCOMB PAPER BALL ,1308.56,693,80,1415.0,1532.0,1749.5
21196,ROUND WHITE CONFETTI IN TUBE,189.68,108,13,2750.0,2639.5,3043.5
21197,MULTICOLOUR  CONFETTI IN TUBE,382.96,284,27,2382.0,2132.0,2630.0
21198,WHITE HEART CONFETTI IN TUBE,1006.82,1028,71,1628.0,1210.5,1876.0
21199,PINK  HEART CONFETTI IN TUBE,888.33,966,78,1734.0,1266.5,1780.5
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1531.14,1119,75,1286.0,1157.0,1824.5
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2987.82,1240,101,789.0,1075.0,1515.0
21202,DOLLY HONEYCOMB GARLAND,485.46000000000004,474,25,2232.0,1796.5,2686.0
21204,DAISIES  HONEYCOMB GARLAND ,868.4399999999999,499,85,1753.0,1761.0,1689.0
21205,MULTICOLOUR 3D BALLS GARLAND,677.1899999999999,253,68,1963.0,2195.0,1916.5
21206,STRAWBERRY HONEYCOMB  GARLAND ,1610.92,1290,109,1236.0,1041.5,1432.0
21207,SKULL AND CROSSBONES  GARLAND ,1684.85,1067,132,1196.0,1187.5,1233.0
21208,PASTEL COLOUR HONEYCOMB FAN,697.77,940,83,1935.0,1290.0,1712.0
21209,MULTICOLOUR HONEYCOMB FAN,886.24,1224,89,1737.0,1088.0,1642.0
21210,SET OF 72 RETROSPOT PAPER  DOILIES,8368.39,5808,453,287.0,213.0,226.0
21211,SET OF 72 SKULL PAPER  DOILIES,1270.07,883,103,1436.0,1337.0,1490.5
21212,PACK OF 72 RETROSPOT CAKE CASES,21246.45,36396,1320,85.0,7.0,9.0
21213,PACK OF 72 SKULL CAKE CASES,8414.59,15169,663,286.0,32.0,105.0
21215,IVORY PAPER CUP CAKE CASES ,744.35,1087,124,1879.0,1176.0,1304.5
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",11382.81,2128,430,192.0,669.0,256.0
21217,RED RETROSPOT ROUND CAKE TINS,11522.44,1088,344,188.0,1174.5,387.5
21218,RED SPOTTY BISCUIT TIN,10116.49,2433,394,221.0,582.0,300.5
21219,SET/4 BADGES BALLOON GIRL,561.84,448,89,2121.0,1845.0,1642.0
21220,SET/4 BADGES DOGS,445.01,338,89,2291.0,2012.0,1642.0
21221,SET/4 BADGES CUTE CREATURES,340.22,261,54,2453.0,2182.0,2095.5
21222,SET/4 BADGES BEETLES,348.19,265,73,2440.5,2169.0,1851.5
21224,SET/4 SKULL BADGES,1080.0,914,165,1565.0,1314.5,975.5
21226,POCKET MIRROR WOODLAND,80.55,93,20,3116.5,2719.5,2817.0
21228,"POCKET MIRROR ""GLAMOROUS""",6.25,5,2,3794.0,3653.0,3698.0
21231,SWEETHEART CERAMIC TRINKET BOX,7617.28,6054,509,316.0,196.0,183.0
21232,STRAWBERRY CERAMIC TRINKET BOX,16248.800000000001,11842,831,123.0,63.0,65.0
21238,RED RETROSPOT CUP,3488.44,3969,387,704.0,338.0,310.0
21239,PINK  POLKADOT CUP,2707.34,3016,307,853.0,465.0,455.5
21240,BLUE POLKADOT CUP,3110.2599999999998,3570,325,771.0,383.0,423.5
21242,RED RETROSPOT PLATE ,5699.71,3373,304,447.0,408.5,462.5
21243,PINK  POLKADOT PLATE ,3827.16,2285,210,648.0,625.0,772.0
21244,BLUE POLKADOT PLATE ,3789.3199999999997,2282,196,653.0,627.5,835.0
21245,GREEN POLKADOT PLATE ,1787.1999999999998,1075,128,1148.0,1180.0,1268.5
21246,RED RETROSPOT BIG BOWL,1336.78,286,96,1397.0,2125.0,1578.5
21248,DOOR HANGER  MUM + DADS ROOM,330.71999999999997,205,66,2464.0,2319.5,1938.5
21249,WOODLAND  HEIGHT CHART STICKERS ,2160.0,724,119,1000.0,1493.0,1345.0
21250,SET OF SKULL WALL STICKERS,274.37,95,20,2560.0,2706.5,2817.0
21251,DINOSAUR HEIGHT CHART STICKER SET,568.98,182,46,2110.0,2392.0,2225.5
21253,SET OF PICTURE FRAME  STICKERS,590.4200000000001,134,62,2078.0,2553.5,1993.0
21257,VICTORIAN SEWING BOX MEDIUM,6901.42,688,261,364.0,1538.5,571.5
21258,VICTORIAN SEWING BOX LARGE,7674.799999999999,532,163,312.0,1715.0,992.5
21259,VICTORIAN SEWING BOX SMALL ,7077.2,1179,285,343.0,1112.0,508.0
21260,FIRST AID TIN,3722.23,1161,166,661.0,1133.0,970.5
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,672.09,187,45,1972.0,2373.5,2243.5
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,1233.21,332,78,1451.0,2026.0,1780.5
21263,GREEN GOOSE FEATHER TREE 60CM,349.17,167,42,2436.0,2444.5,2303.5
21264,WHITE GOOSE FEATHER TREE 60CM ,571.65,283,48,2103.0,2134.0,2190.0
21265,PINK GOOSE FEATHER TREE 60CM,267.21,131,19,2582.0,2565.0,2848.5
21268,VINTAGE BLUE TINSEL REEL,0.84,2,1,3912.0,3800.5,3837.0
21269,ANTIQUE CREAM CUTLERY SHELF ,254.98000000000002,29,19,2608.0,3170.5,2848.5
21270,ANTIQUE CREAM CUTLERY CUPBOARD,530.19,50,36,2171.0,2977.0,2417.5
21272,SALLE DE BAIN HOOK,777.5699999999999,548,103,1832.0,1699.0,1490.5
21275,ZINC TOP  2 DOOR WOODEN SHELF ,270.08,13,12,2572.0,3425.5,3077.0
21277,FRENCH STYLE EMBOSSED HEART CABINET,571.43,26,22,2104.0,3210.5,2761.5
21278,VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7,3123.5,3145.5,3323.5
21279,VINTAGE KITCHEN PRINT FRUITS,266.15,85,29,2585.0,2753.5,2577.0
21280,VINTAGE KITCHEN PRINT VEGETABLES,165.75,65,12,2812.0,2873.0,3077.0
21281,VINTAGE KITCHEN PRINT SEAFOOD,129.63,43,14,2933.0,3027.0,3006.0
21284,RETROSPOT CANDLE  SMALL,374.49,403,42,2397.0,1914.5,2303.5
21285,RETROSPOT CANDLE  MEDIUM,413.88,365,43,2337.0,1963.5,2283.5
21286,RETROSPOT CANDLE  LARGE,362.12,273,30,2410.0,2150.0,2556.0
21287,SCENTED VELVET LOUNGE CANDLE ,760.15,1790,55,1860.0,809.0,2084.5
21288,STRIPEY CHOCOLATE NESTING BOXES,1061.41,355,110,1577.0,1982.5,1421.5
21289,LARGE STRIPES CHOCOLATE GIFT BAG,708.75,567,49,1926.0,1673.5,2173.0
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,819.64,943,52,1793.0,1285.0,2122.5
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,594.51,867,28,2073.0,1358.0,2601.0
21293,MIRRORED DOVE WALL DECORATION,276.72,116,24,2556.0,2615.5,2715.5
21294,ETCHED GLASS COASTER,825.49,1618,71,1788.0,881.5,1876.0
21306,SET/4 DAISY MIRROR MAGNETS,192.73999999999998,494,44,2742.0,1767.0,2264.0
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79,13,3391.0,2782.0,3043.5
21310,CAPIZ CHANDELIER,29.95,1,1,3461.0,3874.5,3837.0
21311,SET/4 BIRD MIRROR MAGNETS ,181.32999999999998,459,51,2770.0,1823.5,2136.5
21313,GLASS HEART T-LIGHT HOLDER ,2893.77,3321,214,808.0,413.0,746.5
21314,SMALL GLASS HEART TRINKET POT,9798.980000000001,4246,541,236.0,308.0,156.0
21316,SMALL CHUNKY GLASS ROMAN  BOWL,214.73000000000002,159,15,2692.0,2472.0,2970.0
21317,GLASS SPHERE CANDLE STAND MEDIUM,684.08,111,34,1953.0,2630.0,2460.5
21318,GLASS CHALICE BLUE SMALL ,421.78,694,49,2322.0,1530.0,2173.0
21319,GLASS CHALICE GREEN  SMALL ,175.78,161,19,2785.0,2464.0,2848.5
21320,GLASS CHALICE GREEN  LARGE ,364.22,197,19,2408.0,2342.0,2848.5
21324,HANGING MEDINA LANTERN SMALL,259.67,81,28,2599.0,2769.0,2601.0
21326,AGED GLASS SILVER T-LIGHT HOLDER,6859.27,10535,340,365.0,75.0,393.5
21327,SKULLS WRITING SET ,1484.1299999999999,864,252,1309.0,1360.5,599.0
21328,BALLOONS  WRITING SET ,2410.43,1337,346,921.0,1015.0,382.0
21329,DINOSAURS  WRITING SET ,1723.69,941,287,1177.0,1287.5,503.0
21331,MOROCCAN BEATEN METAL DISH LARGE,165.74,12,8,2813.0,3452.0,3262.0
21332,MOROCCAN BEATEN METAL MIRROR,268.1,19,13,2578.0,3313.0,3043.5
21333,CLASSIC WHITE FRAME,168.16000000000003,56,16,2805.0,2925.5,2937.0
21336,GOLD WASHBAG,54.57,27,10,3270.0,3195.0,3156.5
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,11300.02,975,290,195.0,1255.0,493.5
21344,MOROCCAN BEATEN METAL DISH,160.09,15,6,2832.0,3379.5,3376.5
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,361.56000000000006,140,6,2412.0,2538.0,3376.5
21349,IVY HEART WREATH,155.6,18,11,2847.0,3328.5,3112.5
21351,CINAMMON & ORANGE WREATH,672.88,104,34,1969.0,2663.5,2460.5
21352,EUCALYPTUS & PINECONE  WREATH,1511.2600000000002,378,77,1294.0,1945.0,1793.0
21354,TOAST ITS - BEST MUM,1007.71,799,95,1626.0,1430.5,1587.0
21355,TOAST ITS - I LOVE YOU ,992.58,789,120,1641.0,1441.5,1334.5
21356,TOAST ITS - FAIRY FLOWER,703.3,642,151,1931.0,1582.5,1080.0
21357,TOAST ITS - DINOSAUR,23.75,19,10,3536.0,3313.0,3156.5
21358,TOAST ITS - HAPPY BIRTHDAY,493.29,411,108,2225.0,1895.5,1438.5
21359,RELAX LARGE WOOD LETTERS,844.28,129,29,1767.0,2574.0,2577.0
21360,JOY LARGE WOOD LETTERS,236.17,39,16,2643.0,3063.0,2937.0
21361,LOVE LARGE WOOD LETTERS ,1505.96,106,69,1296.0,2654.0,1903.0
21363,HOME SMALL WOOD LETTERS,1403.94,243,125,1353.0,2225.5,1294.0
21364,PEACE SMALL WOOD LETTERS,222.96,30,24,2675.0,3156.5,2715.5
21365,MIRRORED WALL ART STARS,447.09000000000003,363,52,2283.0,1970.5,2122.5
21366,MIRRORED WALL ART PHOTO FRAMES,470.16999999999996,89,46,2253.0,2734.5,2225.5
21367,MIRRORED WALL ART GENTS,199.48999999999998,171,43,2723.0,2427.0,2283.5
21368,MIRRORED WALL ART LADIES,143.28,163,33,2886.0,2456.0,2486.0
21369,MIRRORED WALL ART SPLODGES,161.49,101,16,2829.0,2677.5,2937.0
21370,MIRRORED WALL ART FOXY,100.66000000000001,16,9,3040.0,3361.5,3204.5
21371,MIRRORED WALL ART POPPIES,319.71,287,38,2482.0,2121.0,2380.0
21372,MIRRORED WALL ART TABLE LAMP,107.75,75,33,3008.0,2815.0,2486.0
21373,MIRRORED WALL ART SNOWFLAKES,389.04,512,47,2373.0,1743.0,2208.0
21374,MIRRORED WALL ART SKULLS,463.79,304,46,2262.0,2086.5,2225.5
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,312.77,41,27,2503.0,3040.5,2630.0
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,192.81,33,17,2741.0,3124.0,2907.5
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,215.68,121,41,2689.0,2603.5,2326.0
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,217.89000000000001,142,34,2682.0,2530.0,2460.5
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,246.82999999999998,178,50,2621.0,2405.0,2154.5
21380,WOODEN HAPPY BIRTHDAY GARLAND,6307.51,2165,290,409.0,659.0,493.5
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,3131.2400000000002,1811,224,768.0,799.0,700.0
21382,SET/4 SPRING FLOWER DECORATION,1376.53,1143,128,1374.0,1143.5,1268.5
21383,PACK OF 12 STICKY BUNNIES,751.28,991,167,1870.0,1242.5,967.0
21385,IVORY HANGING DECORATION  HEART,3442.45,3883,317,713.0,348.5,440.5
21386,IVORY HANGING DECORATION  EGG,285.64,709,51,2540.0,1511.5,2136.5
21389,IVORY HANGING DECORATION  BIRD,964.2299999999999,1113,128,1664.0,1161.0,1268.5
21390,FILIGRIS HEART WITH BUTTERFLY,4848.13,3903,212,525.0,345.0,761.0
21391,FRENCH LAVENDER SCENT HEART,1055.59,1069,106,1584.0,1185.0,1452.5
21392,RED POLKADOT PUDDING BOWL,46.39,34,7,3337.0,3114.0,3323.5
21393,BLUE POLKADOT PUDDING BOWL,38.67,29,7,3395.0,3170.5,3323.5
21394,RED POLKADOT BEAKER ,1603.77,3865,131,1243.0,350.0,1244.0
21395,BLUE POLKADOT BEAKER ,1139.06,2838,90,1515.0,491.0,1628.5
21397,BLUE POLKADOT EGG CUP ,550.43,1075,65,2144.0,1180.0,1952.5
21398,RED POLKADOT COFFEE  MUG,729.5999999999999,1532,63,1896.0,919.0,1975.0
21399,BLUE POLKADOT COFFEE MUG,869.6099999999999,2054,71,1750.0,697.0,1876.0
21400,RED PUDDING SPOON,128.63,881,72,2937.0,1339.5,1864.0
21401,BLUE PUDDING SPOON,151.19,1052,82,2858.0,1198.0,1725.5
21402,RED  EGG  SPOON,185.51999999999998,1369,92,2758.0,993.0,1611.0
21403,BLUE EGG  SPOON,322.18,1857,106,2477.0,780.5,1452.5
21407,BROWN CHECK CAT DOORSTOP ,1421.11,290,138,1340.0,2115.5,1176.0
21408,SPOTTY PINK DUCK DOORSTOP,1282.81,285,117,1428.0,2129.0,1355.5
21410,COUNTRY COTTAGE  DOORSTOP GREEN,8.47,1,1,3752.0,3874.5,3837.0
21411,GINGHAM HEART  DOORSTOP RED,2961.83,785,241,795.0,1446.0,633.0
21413,PERIWINKLE T-LIGHT HOLDER,75.02,48,17,3142.0,2989.5,2907.5
21414,SCALLOP SHELL SOAP DISH,2.1,1,1,3889.0,3874.5,3837.0
21415,CLAM SHELL SMALL ,446.02000000000004,219,46,2290.0,2281.0,2225.5
21416,CLAM SHELL LARGE,18.75,5,4,3584.5,3653.0,3506.0
21417,COCKLE SHELL DISH,629.8,340,68,2022.0,2009.0,1916.5
21418,STARFISH SOAP DISH,189.75,74,25,2749.0,2819.5,2686.0
21420,OYSTER TRINKET BOX,120.41,53,19,2961.0,2945.0,2848.5
21421,PORCELAIN ROSE LARGE ,348.43,299,14,2439.0,2098.0,3006.0
21422,PORCELAIN ROSE SMALL,1295.0,1607,63,1422.0,887.0,1975.0
21424,WOODLAND STORAGE BOX LARGE ,1401.02,346,70,1355.0,1998.0,1889.0
21425,SKULLS STORAGE BOX LARGE,320.49,87,30,2480.0,2743.5,2556.0
21426,WOODLAND STORAGE BOX SMALL,624.58,256,46,2032.0,2189.5,2225.5
21427,SKULLS STORAGE BOX SMALL,256.44,96,41,2605.0,2699.5,2326.0
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,5163.63,1207,262,483.0,1095.0,565.5
21429,RED GINGHAM ROSE JEWELLERY BOX,3391.15,1740,286,728.0,829.0,506.0
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,11905.95,3034,477,180.0,462.0,197.0
21439,BASKET OF TOADSTOOLS,1767.15,1430,130,1155.0,961.0,1255.5
21441,BLUE BIRDHOUSE DECORATION,292.03,421,62,2528.0,1875.5,1993.0
21442,GREEN BIRDHOUSE DECORATION,307.94,437,59,2509.0,1855.0,2031.5
21445,12 PINK ROSE PEG PLACE SETTINGS,267.5,214,21,2580.0,2299.0,2788.0
21446,12 RED ROSE PEG PLACE SETTINGS,630.92,449,105,2018.0,1842.0,1465.5
21447,12 IVORY ROSE PEG PLACE SETTINGS,1478.1,969,148,1313.0,1263.0,1098.0
21448,12 DAISY PEGS IN WOOD BOX,592.62,344,77,2074.0,2004.5,1793.0
21452,TOADSTOOL MONEY BOX,2549.11,817,184,894.0,1407.0,892.0
21454,PAINTED PINK RABBIT ,485.15999999999997,572,136,2233.0,1665.0,1193.5
21455,PAINTED YELLOW WOODEN DAISY,516.79,612,117,2190.0,1613.5,1355.5
