InvoiceNo,InvoiceRevenue,InvoiceQuantity,ProductLines
539087,1168.2,566,12
539088,1827.91,737,24
539089,186.0,86,12
539091,163.8,50,5
539092,351.84000000000003,172,5
539093,196.60000000000002,68,2
539094,157.35,57,7
539095,300.46,160,15
539096,313.2,216,1
539098,395.16,274,19
539099,403.61,256,29
539101,6930.0,4800,11
539102,1431.6,984,5
539103,933.32,367,18
539105,212.33,69,8
539106,920.52,632,12
539107,211.2,96,3
539108,204.0,48,1
539109,1491.0,800,2
539111,217.2,146,8
539112,328.77,119,19
539113,4.949999999999999,3,1
539118,270.19,315,22
539142,164.6,107,8
539143,46.45,11,3
539144,889.32,100,3
539160,311.64,236,11
539181,131.96,72,30
539185,216.34,99,39
539196,750.64,252,35
539201,322.01,135,13
539211,430.28000000000003,338,30
539212,298.25,91,16
539213,150.06,170,14
539214,141.3,78,13
539215,210.75,126,37
539216,16.15,3,2
539217,587.66,242,24
539218,3.75,1,1
539219,114.0,102,4
539220,118.34,25,22
539222,305.7,130,16
539223,2.5,2,2
539225,1491.46,768,61
539226,147.75,103,6
539240,843.78,902,44
539242,36.08,44,9
539243,172.2,46,28
539245,81.44,32,29
539246,104.47999999999999,37,19
539247,228.5,126,16
539248,133.56,156,7
539249,314.1,108,15
539250,1085.46,1078,54
539252,377.52,544,19
539254,243.12,216,7
539255,308.22,230,20
539256,468.07,269,28
539257,1722.9,532,6
539259,301.44,236,19
539261,424.49,395,31
539262,351.3,438,25
539263,332.18,169,20
539264,310.48,150,12
539265,4.95,1,1
539266,131.3,38,7
539267,253.5,130,9
539268,29.7,6,2
539269,46.85,11,3
539272,97.24000000000001,32,4
539275,403.79999999999995,156,6
539280,76.55,17,4
539281,476.35,283,30
539282,131.4,64,6
539283,250.65,95,13
539285,105.54,61,8
539286,252.20000000000002,68,5
539288,5.5,10,1
539290,133.22,128,16
539292,304.9,54,9
539293,501.69,195,21
539294,353.8,91,49
539295,348.8,168,10
539296,75.78,48,5
539297,147.9,76,10
539298,136.25,29,9
539299,218.85,31,11
539300,72.59,38,16
539303,436.86,202,8
539304,302.40000000000003,144,1
539305,320.15,225,20
539306,112.15,21,5
539307,2054.92,2856,40
539308,250.46,160,13
539309,279.85,157,19
539310,15.0,4,1
539311,357.94,386,15
539312,556.5,78,3
539313,312.98,134,11
539314,540.45,180,18
539315,230.70000000000002,58,11
539316,97.3,22,5
539317,271.77,178,43
539318,892.8,1254,17
539319,292.5,78,4
539320,707.0600000000001,358,18
539321,208.46,85,42
539322,126.9,77,19
539323,3.42,6,3
539324,119.77,85,46
539325,357.01,255,23
539326,408.16999999999996,69,14
539327,198.3,43,5
539328,300.04,212,8
539330,277.2,51,8
539331,216.0,300,1
539332,144.0,200,1
539333,311.19,197,20
539334,25.95,10,10
539335,320.1,46,4
539336,115.9,58,4
539337,670.38,327,29
539338,2646.3,3714,25
539351,168.0,100,10
539353,463.5,193,22
539374,347.01,189,22
539379,177.15,65,12
539391,291.34,60,11
539395,1484.25,444,27
539398,29.700000000000003,6,1
539400,53.400000000000006,24,3
539401,792.99,133,7
539403,224.8,83,11
539404,108.92,60,27
539405,919.04,328,18
539406,214.2,36,1
539407,170.28,333,6
539408,183.74,224,15
539410,102.0,24,1
539411,258.7,114,11
539412,16.85,12,4
539414,212.61,100,40
539415,316.58,258,9
539416,29.43,52,3
539417,72.0,32,4
539418,135.12,72,8
539419,348.2,136,9
539420,158.16,84,4
539421,753.74,374,39
539422,190.55,83,11
539423,148.95,33,7
539434,4700.4,1043,462
539435,180.0,65,5
539436,4390.32,833,436
539437,5946.49,1310,518
539439,323.62,156,21
539440,250.0,2,1
539441,0.42,1,1
539442,311.15000000000003,127,15
539443,668.88,304,6
539444,1241.43,551,35
539445,323.38,54,6
539446,858.0,397,30
539447,333.82,225,19
539449,5.05,3,3
539450,196.75,78,29
539451,4537.15,834,442
539452,741.22,266,9
539453,5022.16,1121,458
539454,196.78,66,9
539455,121.02,87,28
539456,177.95,35,28
539457,29.8,10,8
539458,52.75,46,22
539459,334.84000000000003,167,15
539460,33.0,20,1
539461,244.55,89,13
539462,315.56,213,15
539463,191.46,135,17
539464,218.05,100,31
539465,2062.44,876,12
539466,469.87,337,24
539468,663.8000000000001,176,26
539469,283.52,152,34
539470,246.38,96,31
539471,241.66000000000003,145,41
539472,29.52,18,15
539473,411.1,155,18
539474,12.8,8,7
539475,351.13,313,80
539477,365.73,297,27
539478,193.64,56,17
539479,17.55,6,6
539480,18.65,4,4
539481,11.7,10,2
539482,49.67,39,11
539483,99.5,24,9
539484,892.24,484,57
539485,19.95,1,1
539487,215.01,75,10
539488,1001.52,604,43
539489,311.7,126,2
539490,306.15000000000003,129,15
539491,70.96000000000001,46,16
539492,2529.81,468,283
539493,41.81,13,10
539496,269.5,185,16
539497,286.95,145,14
539498,290.51,189,19
539500,205.74,54,1
539501,287.45,136,30
539502,383.52,411,40
539551,286.6,129,15
539561,339.72,336,8
539564,756.12,196,6
539567,101.76,96,1
539570,327.6,144,14
539571,15.9,2,1
539572,433.5,102,2
539578,1440.0,3600,6
539579,344.11,111,43
539580,289.74,177,16
539581,455.6,82,11
539586,962.24,1362,27
539587,754.16,684,20
539588,138.85,24,19
539590,832.08,360,17
539591,237.6,48,1
539592,14.85,3,1
539593,776.95,325,32
539594,239.4,92,4
539595,2094.9,418,267
539597,61.2,24,2
539604,102.0,24,1
539607,1084.5900000000001,604,47
539609,221.4,62,18
539610,109.88,33,26
539628,182.52,256,7
539629,239.9,82,6
539630,751.0,244,12
539631,2104.0,416,245
539633,73.80000000000001,36,3
539634,144.5,150,2
539635,728.0400000000001,192,13
539636,631.96,234,12
539637,112.68,50,19
539639,37.67,15,10
539641,134.14,45,8
539642,242.92000000000002,142,43
539643,10.35,3,1
539645,0.95,1,1
539646,28.5,30,1
539647,214.26,107,56
539648,7.4,4,4
539649,42.120000000000005,10,7
539650,96.44,82,21
539651,32.5,26,2
539653,637.98,380,40
539654,1689.1200000000001,789,50
539656,2.1,1,1
539658,302.95,125,16
539659,820.4,448,38
539660,9.2,8,4
539662,117.60000000000001,24,4
539663,396.85,79,42
539664,25.200000000000003,12,1
539665,2.9,2,1
539666,479.4,236,4
539675,114.60000000000001,28,2
539676,237.93,188,16
539688,150.0,1,1
539708,1121.38,168,119
539713,10.5,25,1
539714,2.55,3,1
539715,1.25,1,1
539716,148.0,52,5
539717,65.4,20,3
539718,1261.19,248,137
539720,97.84,40,3
539721,324.0,1296,1
539722,762.3000000000001,344,28
539723,434.0,150,8
539724,382.5,30,1
539725,182.19,101,20
539727,71.28,25,4
539728,1141.24,688,54
539729,7.95,1,1
539730,193.15,85,11
539731,8520.92,6668,54
539732,29.700000000000003,6,1
539733,46.05,33,12
539734,7.95,1,1
539735,596.34,64,48
539736,1172.46,143,78
539737,1805.29,220,110
539738,1736.26,222,93
539739,1077.8,125,74
539740,1041.32,136,66
539741,475.65,45,40
539742,392.72,43,36
539743,365.26,36,28
539744,579.7,62,44
539745,457.32000000000005,41,32
539746,155.82999999999998,30,20
539747,136.89,16,12
539748,76.92,7,7
539750,18745.86,2853,186
539751,4.25,5,1
539752,383.7,131,16
539753,62.79,11,10
539754,69.29,20,16
539755,45.35,7,6
539758,4.25,1,1
539759,2.1,1,1
539760,424.17,250,37
539761,662.9,374,26
539762,500.0,400,1
539764,433.5,540,10
539766,351.08,150,28
539825,9.35,3,3
539826,615.6,167,31
539828,23.8,4,1
539829,110.39999999999999,88,4
539831,108.63000000000001,36,16
539835,318.75,193,19
539836,135.34,72,21
539837,222.6,28,14
539839,5.7,2,2
539840,600.72,754,37
539856,1298.4,1,1
539858,610.8,168,3
539859,192.4,100,5
539864,134.55,39,1
539865,344.88,120,3
539867,172.25,93,7
539920,390.95,153,32
539921,20.3,5,5
539933,529.59,333,34
539946,128.7,63,9
539951,33.15,7,7
539952,26.15,11,4
539953,12.35,5,4
539954,121.62,66,3
539955,961.23,141,53
539957,1262.85,872,65
539958,5262.06,2320,512
539978,354.64,496,13
539979,12.45,7,2
539981,300.42,238,21
539982,256.61,65,20
539984,289.85,108,15
539985,968.77,387,14
539986,15.25,7,2
539987,6.95,1,1
539988,349.49,176,88
539989,3.75,1,1
539990,27.3,17,11
539991,78.7,18,13
539992,7.1,3,3
539993,307.3,171,17
540001,474.66,270,9
540002,310.28,188,4
540003,368.8,140,22
540004,76.32000000000001,72,1
540005,189.61,137,15
540013,299.6,183,34
540014,338.83,154,57
540015,510.89,286,28
540016,168.3,114,11
540017,215.41,265,13
540019,413.68,352,29
540020,109.30000000000001,34,3
540021,514.02,229,70
540022,388.72,270,10
540023,791.61,327,45
540024,23.8,4,1
540025,323.04,504,11
540026,3900.62,1680,410
540027,363.66,238,22
540028,284.6,36,13
540029,90.0,24,1
540031,431.88,135,30
540032,299.92,88,8
540033,871.48,526,49
540040,547.56,293,13
540043,168.44,48,15
540059,385.8,264,4
540060,203.10000000000002,58,10
540073,644.13,199,22
540093,106.35000000000001,25,16
540094,312.95,169,18
540095,201.94,131,23
540096,476.48,624,16
540098,158.73,70,56
540099,733.9200000000001,322,41
540113,323.87,265,18
540114,243.4,320,9
540115,112.65,75,8
540116,10.129999999999999,2,2
540120,969.36,408,22
540121,366.06,238,17
540122,1179.6,1720,23
540126,1209.1,886,10
540130,393.9,138,2
540146,261.5,138,25
540148,364.8,510,22
540149,481.7,344,24
540150,38.25,3,1
540153,331.6,132,7
540154,1854.39,733,287
540157,1145.33,591,51
540159,72.0,192,2
540160,2574.48,1032,3
540161,152.45,148,16
540162,95.65,33,6
540163,958.93,1068,54
540166,660.0,400,3
540167,125.86,182,9
540168,445.22,239,52
540169,229.75,33,24
540170,170.4,56,5
540172,138.98000000000002,54,18
540173,116.0,80,1
540174,102.0,24,1
540175,1910.4,480,1
540176,3862.14,1914,34
540178,556.07,362,34
540179,481.14,137,54
540180,107.89,56,12
540181,199.44,216,2
540182,229.56,224,6
540183,1220.4,628,21
540184,119.3,18,6
540185,344.81,305,29
540186,7.95,5,2
540187,653.86,717,41
540188,296.66,303,34
540227,4.95,1,1
540238,583.37,171,91
540239,835.11,373,40
540240,417.81,571,28
540242,511.95,275,29
540245,379.44,1032,7
540247,1044.65,348,155
540248,583.45,184,43
540249,305.74,400,15
540251,12.75,1,1
540253,1263.72,444,8
540255,1331.8,485,235
540257,238.55,75,13
540258,682.8,212,3
540259,417.3,366,21
540260,771.29,344,41
540261,730.88,536,13
540262,242.55,147,1
540263,169.8,184,5
540264,432.0,600,1
540265,253.1,86,16
540267,7011.38,4662,46
540268,1489.18,944,53
540269,186.0,40,8
540273,563.15,711,17
540274,211.8,92,5
540275,1520.1100000000001,669,21
540276,1520.11,669,21
540277,3120.2200000000003,1798,31
540278,433.04,224,104
540279,35.400000000000006,12,1
540280,143.0,140,2
540288,785.65,165,74
540316,464.82,204,29
540345,621.9,130,9
540348,224.11,93,28
540349,660.15,569,42
540350,108.45,61,57
540351,319.77,263,22
540352,2094.11,783,335
540353,499.89,282,69
540354,623.68,288,16
540355,3401.94,690,113
540356,513.86,116,52
540357,1374.46,1171,42
540358,369.14,262,9
540359,377.7,366,27
540361,304.2,274,6
540362,162.70000000000002,113,31
540363,185.1,618,3
540364,317.06,95,45
540365,479.25,180,24
540370,76.32000000000001,72,1
540371,309.55,71,15
540372,3527.64,2602,169
540373,290.95,105,34
540374,303.36,208,13
540375,12.75,1,1
540383,406.77000000000004,203,6
540387,175.15,149,13
540395,237.65,55,20
540396,969.24,404,10
540397,236.02,95,37
540399,9.3,2,1
540401,797.5999999999999,112,2
540402,557.56,476,26
540404,301.66,235,16
540405,582.0,968,5
540406,495.0,300,3
540407,427.47,329,11
540408,637.5,250,1
540409,504.25,190,17
540410,387.40000000000003,95,13
540411,311.07,281,11
540412,303.0,88,18
540413,331.55,208,20
540414,603.09,413,24
540415,523.05,365,48
540416,149.41,79,8
540418,2688.72,1075,352
540420,207.25,251,6
540452,325.44,96,1
540453,302.45,341,23
540454,368.52,168,8
540455,730.16,491,22
540456,188.0,80,11
540457,102.5,22,4
540458,2169.39,1783,149
540459,479.1,186,10
540460,104.76,202,13
540461,122.1,102,8
540462,434.95,195,16
540463,334.93,105,15
540464,1429.9,1070,52
540465,83.7,78,3
540466,306.0,72,1
540467,300.54,222,19
540468,2311.53,948,334
540469,1138.67,630,98
540471,688.45,367,39
540472,335.8,223,18
540473,716.11,571,131
540474,6.6,4,3
540475,141.48000000000002,70,9
540476,4.25,1,1
540477,304.24,404,17
540478,2970.0,1800,8
540479,135.9,90,10
540480,816.25,367,42
540481,165.88,94,8
540482,285.28000000000003,147,34
540489,559.85,199,39
540493,300.74,118,15
540495,10.9,2,1
540496,328.54,187,20
540497,16.8,8,2
540498,268.8,68,10
540499,348.2,88,22
540500,390.29999999999995,72,5
540501,753.26,942,37
540502,625.04,400,20
540504,208.56,67,24
540505,313.15,143,16
540506,274.35,71,34
540507,1933.2,552,6
540508,146.55,64,16
540509,533.79,402,51
540510,104.25,15,3
540511,299.89,176,30
540512,140.59,81,28
540513,422.4,152,9
540514,406.27000000000004,177,41
540515,182.78,72,29
540516,265.75,65,29
540517,157.09,76,14
540518,97.5,58,7
540519,413.68,230,17
540520,195.45,156,49
540521,114.0,78,9
540522,301.28,258,16
540523,340.94,250,36
540524,607.21,344,38
540525,309.48,160,18
540526,229.48,154,38
540528,136.05,98,12
540529,479.0,260,15
540530,488.46,238,27
540531,119.49000000000001,56,33
540532,221.7,37,20
540533,141.05,67,25
540534,25.2,24,2
540536,145.5,93,25
540537,110.17999999999999,78,13
540538,279.02,99,31
540539,557.07,429,26
540540,169.35,47,22
540541,320.22,181,22
540542,78.2,50,5
540543,380.68,171,36
540544,73.5,42,5
540545,359.19,254,46
540546,686.48,411,35
540547,258.0,85,13
540548,179.1,34,9
540550,1715.85,643,93
540551,4731.64,1797,502
540552,376.7,196,22
540553,344.93999999999994,243,5
540554,240.45000000000002,81,15
540556,379.84000000000003,100,14
540557,81.6,96,1
540561,326.78,260,23
540562,337.39,392,16
540563,175.2,16,1
540565,102.0,40,1
540566,185.97,83,46
540567,332.41,249,19
540568,646.54,246,42
540595,326.82,645,29
540604,311.71,386,29
540630,217.75,19,8
540635,456.97,195,20
540636,212.0,200,1
540639,566.84,468,21
540640,167.6,37,21
540641,279.3,94,15
540642,1238.06,635,50
540644,827.1800000000001,418,35
540645,402.65999999999997,522,13
540646,2312.89,986,350
540647,1232.32,508,91
540648,969.87,793,15
540649,404.12,317,8
540653,250.0,2,1
540662,500.48,136,10
540664,263.0,87,14
540671,322.53000000000003,163,7
540672,780.42,518,50
540680,434.03999999999996,365,33
540681,1787.82,593,289
540682,64.14,150,8
540685,10.05,5,4
540687,237.19,177,27
540688,234.0,173,4
540689,12797.52,4510,4
540690,241.26,198,12
540691,1508.66,686,44
540692,352.51,235,23
540697,369.0,188,21
540698,4314.02,858,23
540700,462.5,238,19
540701,602.44,348,9
540702,140.49,81,10
540703,511.46,1098,15
540704,302.57,71,13
540732,144.12,328,9
540750,153.9,90,8
540753,69.7,12,4
540768,670.8,624,10
540769,144.26,87,9
540770,145.75,49,7
540777,110.95,21,3
540779,252.42000000000002,144,17
540782,184.2,80,8
540785,3417.1200000000003,1008,4
540789,871.1999999999999,578,2
540794,153.6,128,9
540795,355.8,92,13
540797,8.5,1,1
540798,727.36,706,77
540799,15.299999999999997,6,2
540800,302.36,364,6
540801,1147.1799999999998,475,31
540802,418.48,208,5
540803,421.95,199,53
540809,374.75,225,16
540813,415.55,288,56
540815,15160.900000000001,7044,3
540816,353.21,252,42
540817,347.95000000000005,97,16
540818,7837.5,1970,2
540819,23.85,3,1
540821,3195.7799999999997,1067,406
540822,24.95,5,2
540823,288.5,182,7
540824,252.54000000000002,122,13
540825,62.13,19,3
540826,447.28000000000003,362,31
540827,344.14,159,29
540828,145.34,24,20
540829,113.64,156,4
540832,5032.29,1258,126
540833,0.65,1,1
540834,1578.31,624,36
540835,154.9,115,11
540836,12.75,15,1
540838,425.1,308,27
540839,246.98,126,49
540840,108.67,45,7
540842,60.0,48,1
540844,71.5,38,4
540848,3808.77,1330,460
540849,492.65000000000003,197,29
540851,102.95,43,7
540855,445.6,194,7
540856,812.25,373,39
540857,314.0,140,7
540858,92.4,44,4
540859,438.67,181,52
540862,202.35,143,9
540866,575.18,555,11
540900,250.65,97,11
540906,366.12,332,9
540907,1358.29,766,71
540908,721.9200000000001,64,2
540915,311.67,131,16
540939,2.46,2,2
540940,214.18,33,13
540943,220.32999999999998,107,34
540945,0.85,1,1
540946,547.5,144,16
540947,747.0600000000001,490,11
540951,676.6,132,11
540953,208.05,146,79
540954,174.15,47,26
540955,137.95,82,13
540957,342.46000000000004,193,35
540968,770.75,316,66
540970,197.65,6,3
540971,651.16,590,31
540972,392.69999999999993,134,7
540973,14.899999999999999,2,2
540974,112.08,64,2
540975,289.7,91,24
540976,919.98,505,48
540977,3716.17,1391,418
540979,554.75,273,32
540980,255.25,121,26
540981,287.46000000000004,168,22
540983,1289.5,290,5
540984,148.35,39,18
540985,105.54,24,3
540986,408.29,113,22
540990,258.41,143,15
540991,307.05,73,6
540992,419.83,296,46
540993,201.19,91,13
540994,704.59,560,47
540995,2700.92,914,346
540996,104.0,34,6
540997,130.85,155,8
540998,289.5,194,9
540999,1431.28,1128,18
541001,165.0,1,1
541002,188.69,135,14
541003,301.11,155,15
541004,171.46,102,9
541005,200.25,94,29
541006,323.15000000000003,120,18
541008,72.26,68,5
541010,195.13,89,11
541011,155.17000000000002,85,9
541012,271.09,244,41
541013,397.78999999999996,109,10
541014,222.97,104,27
541015,226.37,75,14
541018,302.31,98,37
541021,898.5,429,19
541038,301.14,246,41
541043,250.0,2,1
541086,353.7,118,21
541087,205.75,25,9
541088,692.8199999999999,505,19
541091,342.15,159,15
541093,753.4499999999999,100,7
541094,332.17,292,35
541103,596.0600000000001,286,37
541104,2751.16,947,360
541105,660.0,400,2
541106,259.2,384,2
541107,328.92,294,15
541108,76.32000000000001,72,1
541109,14.95,1,1
541110,342.61,201,33
541111,353.5,176,22
541112,386.05,187,20
541113,174.14999999999998,27,12
541114,175.2,16,1
541115,1608.66,748,70
541118,1.25,1,1
541119,127.80000000000001,76,6
541120,864.22,548,43
541121,225.9,78,10
541122,284.62,166,19
541123,534.57,281,35
541124,131.39999999999998,12,1
541125,47.5,11,2
541126,281.88,312,20
541127,191.1,19,17
541128,243.3,31,20
541129,273.26,38,23
541130,739.97,114,46
541131,629.41,69,44
541132,483.35,55,38
541133,466.64,67,36
541134,643.6,368,25
541135,179.10000000000002,78,7
541136,359.9,98,7
541137,332.64,156,4
541138,700.31,446,38
541139,313.2,262,22
541149,177.00000000000003,60,3
541172,345.84999999999997,103,8
541181,100.2,36,3
541202,448.95,230,22
541203,302.76,44,3
541204,322.58,146,16
541205,421.9,126,37
541206,10389.06,8210,79
541207,361.5,210,16
541208,272.64,296,11
541213,556.55,353,63
541214,487.70000000000005,198,30
541215,1547.58,740,76
541216,416.53999999999996,507,27
541217,111.9,24,3
541218,142.82,178,9
541219,3134.2799999999997,1165,384
541220,16774.72,6198,41
541221,1883.57,483,85
541223,254.54,177,67
541224,201.9,71,11
541225,234.62,146,19
541226,214.20000000000002,36,5
541227,349.2,80,6
541228,45.0,36,2
541236,3.35,1,1
541238,380.4,116,34
541239,487.90000000000003,492,14
541240,161.3,83,25
541241,191.94,108,36
541242,58.190000000000005,17,2
541243,69.6,48,1
541244,236.84,70,34
541246,22.200000000000003,12,1
541247,810.0,648,1
541248,6.869999999999999,6,6
541249,109.28,179,17
541250,30.240000000000002,72,6
541251,218.64999999999998,83,9
541252,203.3,60,9
541253,276.53999999999996,107,35
541255,4.25,1,1
541256,477.61,347,40
541258,334.2,123,36
541259,261.85,91,17
541260,141.25,73,30
541262,287.11,158,73
541263,759.0600000000001,534,19
541264,143.95,72,22
541265,423.6,221,96
541266,880.26,365,40
541267,613.22,288,25
541268,221.44,116,28
541269,1096.0,412,53
541270,155.95,27,16
541271,431.3,204,19
541272,110.45,31,5
541273,189.5,94,11
541274,493.45,249,31
541275,121.20000000000002,48,4
541276,165.0,100,1
541277,220.9,171,23
541278,167.4,52,5
541279,635.8000000000001,356,32
541280,1199.33,679,61
541281,64.99000000000001,14,13
541282,882.75,304,49
541283,170.46,146,11
541285,805.45,447,31
541286,475.2,304,29
541287,751.6,664,3
541288,264.65,135,7
541289,208.32,76,40
541290,103.56,132,5
541291,280.61,205,24
541292,375.15,133,21
541293,394.57,145,35
541294,157.2,96,6
541302,304.02,166,19
541316,111.35,43,6
541357,146.85,111,8
541362,311.48,262,17
541370,287.1,156,17
541371,322.78000000000003,177,34
541391,7.800000000000001,12,1
541400,412.85,43,2
541405,732.14,268,21
541406,416.08,209,62
541407,152.64,144,1
541408,316.5,186,12
541409,347.04,340,4
541410,1207.13,617,51
541411,9.75,5,1
541412,5.95,1,1
541413,201.16,129,28
541414,216.07,92,34
541417,262.96,102,42
541420,5.9,2,1
541421,4106.84,1610,455
541422,2555.13,894,378
541423,3237.88,1230,402
541424,2829.87,948,355
541425,79.2,144,1
541426,440.0,4,1
541427,405.0,60,6
541428,138.35,53,8
541429,302.22,278,19
541430,2271.62,1216,36
541431,77183.6,74215,1
541432,158.95,49,4
541434,465.58000000000004,287,10
